SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
NSE:20MICRONS-EQ,20 Microns Limited,EQ,06-OCT-2008,5,1,INE144J01027,5
NSE:21STCENMGM-EQ,21st Century Management Services Limited,EQ,03-MAY-1995,10,1,INE253B01015,10
NSE:360ONE-EQ,360 ONE WAM LIMITED,EQ,19-SEP-2019,1,1,INE466L01038,1
NSE:3IINFOLTD-EQ,3i Infotech Limited,EQ,22-OCT-2021,10,1,INE748C01038,10
NSE:3MINDIA-EQ,3M India Limited,EQ,13-AUG-2004,10,1,INE470A01017,10
NSE:3PLAND-EQ,3P Land Holdings Limited,EQ,19-JUL-1995,2,1,INE105C01023,2
NSE:5PAISA-EQ,5Paisa Capital Limited,EQ,16-NOV-2017,10,1,INE618L01018,10
NSE:63MOONS-EQ,63 moons technologies limited,EQ,20-JUN-2005,2,1,INE111B01023,2
NSE:A2ZINFRA-EQ,A2Z Infra Engineering Limited,BE,23-DEC-2010,10,1,INE619I01012,10
NSE:AAATECH-EQ,AAA Technologies Limited,EQ,28-NOV-2022,10,1,INE0D0U01013,10
NSE:AADHARHFC-EQ,Aadhar Housing Finance Limited,EQ,15-MAY-2024,10,1,INE883F01010,10
NSE:AAKASH-EQ,Aakash Exploration Services Limited,BE,29-SEP-2020,1,1,INE087Z01024,1
NSE:AAREYDRUGS-EQ,Aarey Drugs & Pharmaceuticals Limited,BE,06-AUG-2021,10,1,INE198H01019,10
NSE:AARON-EQ,Aaron Industries Limited,EQ,06-NOV-2020,10,1,INE721Z01010,10
NSE:AARTECH-EQ,Aartech Solonics Limited,EQ,10-JUL-2023,5,1,INE01C001026,5
NSE:AARTIDRUGS-EQ,Aarti Drugs Limited,EQ,19-SEP-2003,10,1,INE767A01016,10
NSE:AARTIIND-EQ,Aarti Industries Limited,EQ,08-FEB-1995,5,1,INE769A01020,5
NSE:AARTIPHARM-EQ,Aarti Pharmalabs Limited,EQ,30-JAN-2023,5,1,INE0LRU01027,5
NSE:AARTISURF-EQ,Aarti Surfactants Limited,BE,14-JUL-2020,10,1,INE09EO01013,10
NSE:AARVEEDEN-EQ,Aarvee Denims & Exports Limited,BE,21-NOV-2006,10,1,INE273D01019,10
NSE:AARVI-EQ,Aarvi Encon Limited,EQ,24-JUN-2020,10,1,INE754X01016,10
NSE:AAVAS-EQ,Aavas Financiers Limited,EQ,08-OCT-2018,10,1,INE216P01012,10
NSE:ABAN-EQ,Aban Offshore Limited,EQ,29-MAR-1995,2,1,INE421A01028,2
NSE:ABB-EQ,ABB India Limited,EQ,08-FEB-1995,2,1,INE117A01022,2
NSE:ABBOTINDIA-EQ,Abbott India Limited,EQ,08-JAN-2010,10,1,INE358A01014,10
NSE:ABCAPITAL-EQ,Aditya Birla Capital Limited,EQ,01-SEP-2017,10,1,INE674K01013,10
NSE:ABDL-EQ,Allied Blenders and Distillers Limited,EQ,02-JUL-2024,2,1,INE552Z01027,2
NSE:ABFRL-EQ,Aditya Birla Fashion and Retail Limited,EQ,17-JUL-2013,10,1,INE647O01011,10
NSE:ABINFRA-EQ,A B Infrabuild Limited,BE,08-NOV-2024,10,1,INE00YB01017,10
NSE:ABLBL-EQ,Aditya Birla Lifestyle Brands Limited,EQ,23-JUN-2025,10,1,INE14LE01019,10
NSE:ABMINTLLTD-EQ,ABM International Limited,BE,09-SEP-2021,10,1,INE251C01025,10
NSE:ABREL-EQ,Aditya Birla Real Estate Limited,EQ,27-JUN-2003,10,1,INE055A01016,10
NSE:ABSLAMC-EQ,Aditya Birla Sun Life AMC Limited,EQ,11-OCT-2021,5,1,INE404A01024,5
NSE:ACC-EQ,ACC Limited,EQ,20-NOV-1996,10,1,INE012A01025,10
NSE:ACCELYA-EQ,Accelya Solutions India Limited,EQ,01-DEC-1999,10,1,INE793A01012,10
NSE:ACCURACY-EQ,Accuracy Shipping Limited,EQ,11-DEC-2020,1,1,INE648Z01023,1
NSE:ACE-EQ,Action Construction Equipment Limited,EQ,26-SEP-2006,2,1,INE731H01025,2
NSE:ACEINTEG-EQ,Ace Integrated Solutions Limited,EQ,04-NOV-2022,10,1,INE543V01017,10
NSE:ACI-EQ,Archean Chemical Industries Limited,EQ,21-NOV-2022,2,1,INE128X01021,2
NSE:ACL-EQ,Andhra Cements Limited,EQ,10-MAY-2023,10,1,INE666E01020,10
NSE:ACLGATI-EQ,Allcargo Gati Limited,EQ,10-OCT-2006,2,1,INE152B01027,2
NSE:ACMESOLAR-EQ,Acme Solar Holdings Limited,EQ,13-NOV-2024,2,1,INE622W01025,2
NSE:ACUTAAS-EQ,Acutaas Chemicals Limited,EQ,14-SEP-2021,5,1,INE00FF01025,5
NSE:ADANIENSOL-EQ,Adani Energy Solutions Limited,EQ,31-JUL-2015,10,1,INE931S01010,10
NSE:ADANIENT-EQ,Adani Enterprises Limited,EQ,04-JUN-1997,1,1,INE423A01024,1
NSE:ADANIGREEN-EQ,Adani Green Energy Limited,EQ,18-JUN-2018,10,1,INE364U01010,10
NSE:ADANIPORTS-EQ,Adani Ports and Special Economic Zone Limited,EQ,27-NOV-2007,2,1,INE742F01042,2
NSE:ADANIPOWER-EQ,Adani Power Limited,EQ,20-AUG-2009,10,1,INE814H01011,10
NSE:ADFFOODS-EQ,ADF Foods Limited,EQ,15-SEP-2010,2,1,INE982B01027,2
NSE:ADL-EQ,Archidply Decor Limited,EQ,01-OCT-2020,10,1,INE0CHO01012,10
NSE:ADOR-EQ,Ador Welding Limited,EQ,10-MAY-1995,10,1,INE045A01017,10
NSE:ADROITINFO-EQ,Adroit Infotech Limited,EQ,13-AUG-1997,10,1,INE737B01033,10
NSE:ADSL-EQ,Allied Digital Services Limited,EQ,25-JUL-2007,5,1,INE102I01027,5
NSE:ADVANIHOTR-EQ,Advani Hotels & Resorts (India) Limited,EQ,25-JUN-2007,2,1,INE199C01026,2
NSE:ADVENZYMES-EQ,Advanced Enzyme Technologies Limited,EQ,01-AUG-2016,2,1,INE837H01020,2
NSE:AEGISLOG-EQ,Aegis Logistics Limited,EQ,03-APR-1996,1,1,INE208C01025,1
NSE:AEGISVOPAK-EQ,Aegis Vopak Terminals Limited,EQ,02-JUN-2025,10,1,INE0INX01018,10
NSE:AEROENTER-EQ,Aeroflex Enterprises Limited,EQ,21-NOV-2022,2,1,INE065D01027,2
NSE:AEROFLEX-EQ,Aeroflex Industries Limited,EQ,31-AUG-2023,2,1,INE024001021,2
NSE:AERONEU-EQ,Aeroflex Neu Limited,BE,12-JAN-2023,10,1,INE035801013,10
NSE:AETHER-EQ,Aether Industries Limited,EQ,03-JUN-2022,10,1,INE0BWX01014,10
NSE:AFCONS-EQ,Afcons Infrastructure Limited,EQ,04-NOV-2024,10,1,INE101I01011,10
NSE:AFFLE-EQ,Affle 3i Limited,EQ,08-AUG-2019,2,1,INE00WC01027,2
NSE:AFFORDABLE-EQ,Affordable Robotic & Automation Limited,EQ,23-OCT-2024,10,1,INE692Z01013,10
NSE:AFIL-EQ,Akme Fintrade (India) Limited,EQ,26-JUN-2024,1,1,INE916Y01027,1
NSE:AFSL-EQ,Abans Financial Services Limited,EQ,23-DEC-2022,2,1,INE00ZE01026,2
NSE:AGARIND-EQ,Agarwal Industrial Corporation Limited,EQ,26-MAY-2014,10,1,INE204E01012,10
NSE:AGARWALEYE-EQ,Dr. Agarwal's Health Care Limited,EQ,04-FEB-2025,1,1,INE943P01029,1
NSE:AGI-EQ,AGI Greenpac Limited,EQ,31-MAY-2000,2,1,INE415A01038,2
NSE:AGIIL-EQ,Agi Infra Limited,EQ,15-JUL-2024,5,1,INE976R01025,5
NSE:AGRITECH-EQ,Agri-Tech (India) Limited,EQ,28-JAN-2014,10,1,INE449G01018,10
NSE:AGROPHOS-EQ,Agro Phos India Limited,BE,08-MAR-2019,10,1,INE740V01019,10
NSE:AGSTRA-EQ,AGS Transact Technologies Limited,BE,31-JAN-2022,10,1,INE583L01014,10
NSE:AHLADA-EQ,Ahlada Engineers Limited,EQ,28-JAN-2021,10,1,INE00PV01013,10
NSE:AHLEAST-EQ,Asian Hotels (East) Limited,EQ,11-AUG-2010,10,1,INE926K01017,10
NSE:AHLUCONT-EQ,Ahluwalia Contracts (India) Limited,EQ,14-DEC-2009,2,1,INE758C01029,2
NSE:AIAENG-EQ,AIA Engineering Limited,EQ,14-DEC-2005,2,1,INE212H01026,2
NSE:AIIL-EQ,Authum Investment & Infrastructure Limited,EQ,23-APR-2024,1,1,INE206F01022,1
NSE:AIRAN-EQ,Airan Limited,EQ,03-MAY-2019,2,1,INE645W01026,2
NSE:AIROLAM-EQ,Airo Lam limited,EQ,13-OCT-2021,10,1,INE801L01010,10
NSE:AJANTPHARM-EQ,Ajanta Pharma Limited,EQ,29-MAY-2000,2,1,INE031B01049,2
NSE:AJAXENGG-EQ,Ajax Engineering Limited,EQ,17-FEB-2025,1,1,INE274Y01021,1
NSE:AJMERA-EQ,Ajmera Realty & Infra India Limited,EQ,16-JUN-2009,10,1,INE298G01027,10
NSE:AJOONI-EQ,Ajooni Biotech Limited,EQ,07-MAY-2021,2,1,INE820Y01021,2
NSE:AKASH-EQ,Akash Infra-Projects Limited,EQ,11-OCT-2019,10,1,INE737W01013,10
NSE:AKG-EQ,Akg Exim Limited,EQ,16-FEB-2021,10,1,INE00Y801016,10
NSE:AKI-EQ,AKI India Limited,BE,06-APR-2023,2,1,INE642Z01026,2
NSE:AKSHAR-EQ,Akshar Spintex Limited,EQ,23-MAY-2022,1,1,INE256Z01025,1
NSE:AKSHARCHEM-EQ,AksharChem India Limited,EQ,28-MAR-2017,10,1,INE542B01011,10
NSE:AKSHOPTFBR-EQ,Aksh Optifibre Limited,EQ,18-AUG-2000,5,1,INE523B01011,5
NSE:AKUMS-EQ,Akums Drugs and Pharmaceuticals Limited,EQ,06-AUG-2024,2,1,INE09XN01023,2
NSE:AKZOINDIA-EQ,Akzo Nobel India Limited,EQ,28-JUN-2001,10,1,INE133A01011,10
NSE:ALANKIT-EQ,Alankit Limited,EQ,30-JUN-2015,1,1,INE914E01040,1
NSE:ALBERTDAVD-EQ,Albert David Limited,EQ,14-JUN-2016,10,1,INE155C01010,10
NSE:ALEMBICLTD-EQ,Alembic Limited,EQ,22-SEP-1999,2,1,INE426A01027,2
NSE:ALICON-EQ,Alicon Castalloy Limited,EQ,29-SEP-2006,5,1,INE062D01024,5
NSE:ALIVUS-EQ,Alivus Life Sciences Limited,EQ,06-AUG-2021,2,1,INE03Q201024,2
NSE:ALKALI-EQ,Alkali Metals Limited,EQ,06-NOV-2008,10,1,INE773I01017,10
NSE:ALKEM-EQ,Alkem Laboratories Limited,EQ,23-DEC-2015,2,1,INE540L01014,2
NSE:ALKYLAMINE-EQ,Alkyl Amines Chemicals Limited,EQ,26-NOV-2007,2,1,INE150B01039,2
NSE:ALLCARGO-EQ,Allcargo Logistics Limited,EQ,23-JUN-2006,2,1,INE418H01029,2
NSE:ALLDIGI-EQ,Alldigi Tech Limited,EQ,09-MAY-2005,10,1,INE835G01018,10
NSE:ALLTIME-EQ,All Time Plastics Limited,EQ,14-AUG-2025,2,1,INE0GV601021,2
NSE:ALMONDZ-EQ,Almondz Global Securities Limited,EQ,16-JUN-2008,1,1,INE326B01035,1
NSE:ALOKINDS-EQ,Alok Industries Limited,EQ,19-FEB-2020,1,1,INE270A01029,1
NSE:ALPA-EQ,Alpa Laboratories Limited,EQ,06-AUG-2007,10,1,INE385I01010,10
NSE:ALPHAGEO-EQ,Alphageo (India) Limited,EQ,11-MAY-2007,10,1,INE137C01018,10
NSE:ALPSINDUS-EQ,Alps Industries Limited,BE,24-APR-1996,10,1,INE093B01015,10
NSE:AMBER-EQ,Amber Enterprises India Limited,EQ,30-JAN-2018,10,1,INE371P01015,10
NSE:AMBICAAGAR-EQ,Ambica Agarbathies & Aroma industries Limited,EQ,29-JUN-2004,10,1,INE792B01012,10
NSE:AMBIKCO-EQ,Ambika Cotton Mills Limited,EQ,29-JAN-2008,10,1,INE540G01014,10
NSE:AMBUJACEM-EQ,Ambuja Cements Limited,EQ,18-FEB-1998,2,1,INE079A01024,2
NSE:AMDIND-EQ,AMD Industries Limited,EQ,19-MAR-2007,10,1,INE005I01014,10
NSE:AMJLAND-EQ,Amj Land Holdings Limited,EQ,08-FEB-1995,2,1,INE606A01024,2
NSE:AMNPLST-EQ,Amines & Plasticizers Limited,EQ,10-NOV-2023,2,1,INE275D01022,2
NSE:AMRUTANJAN-EQ,Amrutanjan Health Care Limited,EQ,02-JAN-2015,1,1,INE098F01031,1
NSE:ANANDRATHI-EQ,Anand Rathi Wealth Limited,EQ,14-DEC-2021,5,1,INE463V01026,5
NSE:ANANTRAJ-EQ,Anant Raj Limited,EQ,27-SEP-2006,2,1,INE242C01024,2
NSE:ANDHRAPAP-EQ,ANDHRA PAPER LIMITED,EQ,13-MAY-2004,2,1,INE435A01051,2
NSE:ANDHRSUGAR-EQ,The Andhra Sugars Limited,EQ,01-NOV-1995,2,1,INE715B01021,2
NSE:ANGELONE-EQ,Angel One Limited,EQ,05-OCT-2020,10,1,INE732I01013,10
NSE:ANIKINDS-EQ,Anik Industries Limited,EQ,21-MAY-2008,10,1,INE087B01017,10
NSE:ANKITMETAL-EQ,Ankit Metal & Power Limited,BZ,14-MAR-2013,10,1,INE106I01010,10
NSE:ANMOL-EQ,Anmol India Limited,EQ,04-JUN-2021,10,1,INE02AR01019,10
NSE:ANSALAPI-EQ,Ansal Properties & Infrastructure Limited,BZ,27-JAN-2006,5,1,INE436A01026,5
NSE:ANTGRAPHIC-EQ,Antarctica Limited,EQ,31-DEC-1997,1,1,INE414B01021,1
NSE:ANTHEM-EQ,Anthem Biosciences Limited,EQ,21-JUL-2025,2,1,INE0CZ201020,2
NSE:ANUHPHR-EQ,Anuh Pharma Limited,EQ,20-DEC-2024,5,1,INE489G01022,5
NSE:ANUP-EQ,The Anup Engineering Limited,EQ,01-MAR-2019,10,1,INE294Z01018,10
NSE:ANURAS-EQ,Anupam Rasayan India Limited,EQ,24-MAR-2021,10,1,INE930P01018,10
NSE:APARINDS-EQ,Apar Industries Limited,EQ,12-JUL-2004,10,1,INE372A01015,10
NSE:APCL-EQ,Anjani Portland Cement Limited,BE,10-APR-2017,10,1,INE071F01012,10
NSE:APCOTEXIND-EQ,Apcotex Industries Limited,EQ,06-SEP-1995,2,1,INE116A01032,2
NSE:APEX-EQ,Apex Frozen Foods Limited,EQ,04-SEP-2017,10,1,INE346W01013,10
NSE:APLAPOLLO-EQ,APL Apollo Tubes Limited,EQ,14-DEC-2011,2,1,INE702C01027,2
NSE:APLLTD-EQ,Alembic Pharmaceuticals Limited,EQ,20-SEP-2011,2,1,INE901L01018,2
NSE:APOLLO-EQ,Apollo Micro Systems Limited,EQ,22-JAN-2018,1,1,INE713T01028,1
NSE:APOLLOHOSP-EQ,Apollo Hospitals Enterprise Limited,EQ,10-JAN-1996,5,1,INE437A01024,5
NSE:APOLLOPIPE-EQ,Apollo Pipes Limited,EQ,11-NOV-2019,10,1,INE126J01016,10
NSE:APOLLOTYRE-EQ,Apollo Tyres Limited,EQ,31-MAY-1995,1,1,INE438A01022,1
NSE:APOLSINHOT-EQ,Apollo Sindoori Hotels Limited,EQ,28-JAN-2015,5,1,INE451F01024,5
NSE:APTECHT-EQ,Aptech Limited,BE,27-SEP-2002,10,1,INE266F01018,10
NSE:APTUS-EQ,Aptus Value Housing Finance India Limited,EQ,24-AUG-2021,2,1,INE852O01025,2
NSE:ARCHIDPLY-EQ,Archidply Industries Limited,EQ,04-JUL-2008,10,1,INE877I01016,10
NSE:ARCHIES-EQ,Archies Limited,BE,02-SEP-1998,2,1,INE731A01020,2
NSE:ARE&M-EQ,Amara Raja Energy & Mobility Limited,EQ,05-SEP-2003,1,1,INE885A01032,1
NSE:ARENTERP-EQ,Rajdarshan Industries Limited,BE,18-OCT-1995,10,1,INE610C01014,10
NSE:ARFIN-EQ,Arfin India Limited,EQ,22-JUL-2025,1,1,INE784R01023,1
NSE:ARIES-EQ,Aries Agro Limited,EQ,11-JAN-2008,10,1,INE298I01015,10
NSE:ARIHANTCAP-EQ,Arihant Capital Markets Limited,EQ,15-JUN-2021,1,1,INE420B01036,1
NSE:ARIHANTSUP-EQ,Arihant Superstructures Limited,EQ,28-MAR-2017,10,1,INE643K01018,10
NSE:ARISINFRA-EQ,Arisinfra Solutions Limited,EQ,25-JUN-2025,2,1,INE0H9P01028,2
NSE:ARKADE-EQ,Arkade Developers Limited,EQ,24-SEP-2024,10,1,INE0QRL01017,10
NSE:ARMANFIN-EQ,Arman Financial Services Limited,EQ,14-JUN-2016,10,1,INE109C01017,10
NSE:AROGRANITE-EQ,Aro Granite Industries Limited,EQ,24-APR-2007,10,1,INE210C01013,10
NSE:ARROWGREEN-EQ,Arrow Greentech Limited,EQ,21-MAY-2015,10,1,INE570D01018,10
NSE:ARSSINFRA-EQ,ARSS Infrastructure Projects Limited,BE,03-MAR-2010,10,1,INE267I01010,10
NSE:ARTEMISMED-EQ,Artemis Medicare Services Limited,EQ,23-JAN-2020,1,1,INE025R01021,1
NSE:ARTNIRMAN-EQ,Art Nirman Limited,BE,18-OCT-2021,10,1,INE738V01013,10
NSE:ARVEE-EQ,Arvee Laboratories (India) Limited,EQ,22-MAR-2021,10,1,INE006Z01016,10
NSE:ARVIND-EQ,Arvind Limited,EQ,08-FEB-1995,10,1,INE034A01011,10
NSE:ARVINDFASN-EQ,Arvind Fashions Limited,EQ,08-MAR-2019,4,1,INE955V01021,4
NSE:ARVSMART-EQ,Arvind SmartSpaces Limited,EQ,26-AUG-2015,10,1,INE034S01021,10
NSE:ASAHIINDIA-EQ,Asahi India Glass Limited,EQ,18-MAR-1998,1,1,INE439A01020,1
NSE:ASAHISONG-EQ,Asahi Songwon Colors Limited,EQ,29-AUG-2011,10,1,INE228I01012,10
NSE:ASAL-EQ,Automotive Stampings and Assemblies Limited,EQ,12-MAR-2002,10,1,INE900C01027,10
NSE:ASALCBR-EQ,Associated Alcohols & Breweries Ltd.,EQ,12-FEB-2020,10,1,INE073G01016,10
NSE:ASHAPURMIN-EQ,Ashapura Minechem Limited,EQ,20-SEP-1995,2,1,INE348A01023,2
NSE:ASHIANA-EQ,Ashiana Housing Limited,EQ,29-JUN-2011,2,1,INE365D01021,2
NSE:ASHIMASYN-EQ,Ashima Limited,EQ,27-JUL-1995,10,1,INE440A01010,10
NSE:ASHOKA-EQ,Ashoka Buildcon Limited,EQ,14-OCT-2010,5,1,INE442H01029,5
NSE:ASHOKAMET-EQ,Ashoka Metcast Limited,EQ,27-JUN-2023,10,1,INE760Y01011,10
NSE:ASHOKLEY-EQ,Ashok Leyland Limited,EQ,25-MAY-1995,1,1,INE208A01029,1
NSE:ASIANENE-EQ,Asian Energy Services Limited,EQ,09-DEC-2021,10,1,INE276G01015,10
NSE:ASIANHOTNR-EQ,Asian Hotels (North) Limited,EQ,07-APR-2010,10,1,INE363A01022,10
NSE:ASIANPAINT-EQ,Asian Paints Limited,EQ,31-MAY-1995,1,1,INE021A01026,1
NSE:ASIANTILES-EQ,Asian Granito India Limited,BE,23-AUG-2007,10,1,INE022I01019,10
NSE:ASKAUTOLTD-EQ,ASK Automotive Limited,EQ,15-NOV-2023,2,1,INE491J01022,2
NSE:ASMS-EQ,Bartronics India Limited,EQ,09-FEB-2023,1,1,INE855F01042,1
NSE:ASPINWALL-EQ,Aspinwall and Company Limited,EQ,14-JUN-2016,10,1,INE991I01015,10
NSE:ASTEC-EQ,Astec LifeSciences Limited,EQ,25-NOV-2009,10,1,INE563J01010,10
NSE:ASTERDM-EQ,Aster DM Healthcare Limited,EQ,26-FEB-2018,10,1,INE914M01019,10
NSE:ASTRAL-EQ,Astral Limited,EQ,20-MAR-2007,1,1,INE006I01046,1
NSE:ASTRAMICRO-EQ,Astra Microwave Products Limited,EQ,01-NOV-2004,2,1,INE386C01029,2
NSE:ASTRAZEN-EQ,AstraZeneca Pharma India Limited,EQ,04-MAY-2001,2,1,INE203A01020,2
NSE:ASTRON-EQ,Astron Paper & Board Mill Limited,EQ,29-DEC-2017,10,1,INE646X01014,10
NSE:ATALREAL-EQ,Atal Realtech Limited,BE,12-MAY-2023,2,1,INE0ALR01029,2
NSE:ATAM-EQ,Atam Valves Limited,EQ,10-MAY-2023,10,1,INE09KD01013,10
NSE:ATGL-EQ,Adani Total Gas Limited,EQ,05-NOV-2018,1,1,INE399L01023,1
NSE:ATHERENERG-EQ,Ather Energy Limited,EQ,06-MAY-2025,1,1,INE0LEZ01016,1
NSE:ATL-EQ,Allcargo Terminals Limited,EQ,10-AUG-2023,2,1,INE0NN701020,2
NSE:ATLANTAA-EQ,ATLANTAA LIMITED,EQ,25-SEP-2006,2,1,INE285H01022,2
NSE:ATLASCYCLE-EQ,Atlas Cycles (Haryana) Limited,BE,23-OCT-1996,5,1,INE446A01025,5
NSE:ATUL-EQ,Atul Limited,EQ,06-MAY-1998,10,1,INE100A01010,10
NSE:ATULAUTO-EQ,Atul Auto Limited,EQ,26-JUN-2013,5,1,INE951D01028,5
NSE:AUBANK-EQ,AU Small Finance Bank Limited,EQ,10-JUL-2017,10,1,INE949L01017,10
NSE:AURIONPRO-EQ,Aurionpro Solutions Limited,EQ,25-OCT-2005,10,1,INE132H01018,10
NSE:AUROPHARMA-EQ,Aurobindo Pharma Limited,EQ,19-JUL-2000,1,1,INE406A01037,1
NSE:AURUM-EQ,Aurum PropTech Limited,EQ,19-AUG-2015,5,1,INE898S01029,5
NSE:AUSOMENT-EQ,Ausom Enterprise Limited,BE,17-APR-1996,10,1,INE218C01016,10
NSE:AUTOAXLES-EQ,Automotive Axles Limited,EQ,29-MAY-2003,10,1,INE449A01011,10
NSE:AUTOIND-EQ,Autoline Industries Limited,EQ,31-JAN-2007,10,1,INE718H01014,10
NSE:AVADHSUGAR-EQ,Avadh Sugar & Energy Limited,EQ,28-JUL-2017,10,1,INE349W01017,10
NSE:AVALON-EQ,Avalon Technologies Limited,EQ,18-APR-2023,2,1,INE0LCL01028,2
NSE:AVANTEL-EQ,Avantel Limited,EQ,31-JUL-2024,2,1,INE005B01027,2
NSE:AVANTIFEED-EQ,Avanti Feeds Limited,EQ,15-APR-2015,1,1,INE871C01038,1
NSE:AVG-EQ,AVG Logistics Limited,EQ,12-MAY-2023,10,1,INE680Z01018,10
NSE:AVL-EQ,Aditya Vision Limited,EQ,06-NOV-2024,1,1,INE679V01027,1
NSE:AVONMORE-EQ,Avonmore Capital & Management Services Limited,EQ,04-JAN-2023,1,1,INE323B01024,1
NSE:AVROIND-EQ,AVRO INDIA LIMITED,EQ,07-APR-2022,10,1,INE652Z01017,10
NSE:AVTNPL-EQ,AVT Natural Products Limited,EQ,10-JAN-2007,1,1,INE488D01021,1
NSE:AWFIS-EQ,Awfis Space Solutions Limited,EQ,30-MAY-2024,10,1,INE108V01019,10
NSE:AWHCL-EQ,Antony Waste Handling Cell Limited,EQ,01-JAN-2021,5,1,INE01BK01022,5
NSE:AWL-EQ,AWL Agri Business Limited,EQ,08-FEB-2022,1,1,INE699H01024,1
NSE:AXISBANK-EQ,Axis Bank Limited,EQ,16-NOV-1998,2,1,INE238A01034,2
NSE:AXISCADES-EQ,AXISCADES Technologies Limited,BE,21-DEC-2000,5,1,INE555B01013,5
NSE:AXITA-EQ,Axita Cotton Limited,EQ,21-JUN-2022,1,1,INE02EZ01022,1
NSE:AYMSYNTEX-EQ,AYM Syntex Limited,EQ,14-AUG-2015,10,1,INE193B01039,10
NSE:AZAD-EQ,Azad Engineering Limited,EQ,28-DEC-2023,2,1,INE02IJ01035,2
NSE:BAFNAPH-EQ,Bafna Pharmaceuticals Limited,EQ,27-FEB-2020,10,1,INE878I01022,10
NSE:BAGFILMS-EQ,B.A.G Films and Media Limited,EQ,17-OCT-2003,2,1,INE116D01028,2
NSE:BAIDFIN-EQ,Baid Finserv Limited,EQ,20-JAN-2023,2,1,INE020D01022,2
NSE:BAJAJ-AUTO-EQ,Bajaj Auto Limited,EQ,26-MAY-2008,10,1,INE917I01010,10
NSE:BAJAJCON-EQ,Bajaj Consumer Care Limited,EQ,18-AUG-2010,1,1,INE933K01021,1
NSE:BAJAJELEC-EQ,Bajaj Electricals Limited,EQ,02-NOV-2007,2,1,INE193E01025,2
NSE:BAJAJFINSV-EQ,Bajaj Finserv Limited,EQ,26-MAY-2008,1,1,INE918I01026,1
NSE:BAJAJHCARE-EQ,Bajaj Healthcare Limited,EQ,25-NOV-2021,5,1,INE411U01027,5
NSE:BAJAJHFL-EQ,Bajaj Housing Finance Limited,EQ,16-SEP-2024,10,1,INE377Y01014,10
NSE:BAJAJHIND-EQ,Bajaj Hindusthan Sugar Limited,EQ,10-MAY-1995,1,1,INE306A01021,1
NSE:BAJAJHLDNG-EQ,Bajaj Holdings & Investment Limited,EQ,15-MAR-1995,10,1,INE118A01012,10
NSE:BAJAJINDEF-EQ,Indef Manufacturing Limited,EQ,21-FEB-2025,1,1,INE0O9T01021,1
NSE:BAJEL-EQ,Bajel Projects Limited,BE,19-DEC-2023,2,1,INE0KQN01018,2
NSE:BAJFINANCE-EQ,Bajaj Finance Limited,EQ,01-APR-2003,1,1,INE296A01032,1
NSE:BALAJEE-EQ,Shree Tirupati Balajee Agro Trading Company Limited,EQ,12-SEP-2024,10,1,INE0S2G01011,10
NSE:BALAJITELE-EQ,Balaji Telefilms Limited,BE,22-NOV-2000,2,1,INE794B01026,2
NSE:BALAMINES-EQ,Balaji Amines Limited,EQ,05-APR-2007,2,1,INE050E01027,2
NSE:BALAXI-EQ,BALAXI PHARMACEUTICALS LIMITED,EQ,30-NOV-2015,2,1,INE618N01022,2
NSE:BALKRISHNA-EQ,Balkrishna Paper Mills Limited,EQ,28-JUL-2015,10,1,INE875R01011,10
NSE:BALKRISIND-EQ,Balkrishna Industries Limited,EQ,27-JAN-2006,2,1,INE787D01026,2
NSE:BALMLAWRIE-EQ,Balmer Lawrie & Company Limited,EQ,06-JUL-1995,10,1,INE164A01016,10
NSE:BALPHARMA-EQ,Bal Pharma Limited,EQ,08-MAY-2006,10,1,INE083D01012,10
NSE:BALRAMCHIN-EQ,Balrampur Chini Mills Limited,EQ,08-FEB-1995,1,1,INE119A01028,1
NSE:BALUFORGE-EQ,Balu Forge Industries Limited,BE,29-APR-2024,10,1,INE011E01029,10
NSE:BANARBEADS-EQ,Banaras Beads Limited,EQ,07-JUL-1995,10,1,INE655B01011,10
NSE:BANARISUG-EQ,Bannari Amman Sugars Limited,EQ,28-MAY-2003,10,1,INE459A01010,10
NSE:BANCOINDIA-EQ,Banco Products (I) Limited,EQ,22-DEC-2006,2,1,INE213C01025,2
NSE:BANDHANBNK-EQ,Bandhan Bank Limited,EQ,27-MAR-2018,10,1,INE545U01014,10
NSE:BANG-EQ,Bang Overseas Limited,EQ,20-FEB-2008,10,1,INE863I01016,10
NSE:BANKA-EQ,Banka BioLoo Limited,EQ,29-OCT-2020,10,1,INE862Y01015,10
NSE:BANKBARODA-EQ,Bank of Baroda,EQ,19-FEB-1997,2,1,INE028A01039,2
NSE:BANKINDIA-EQ,Bank of India,EQ,30-APR-1997,10,1,INE084A01016,10
NSE:BANSALWIRE-EQ,Bansal Wire Industries Limited,EQ,10-JUL-2024,5,1,INE0B9K01025,5
NSE:BANSWRAS-EQ,Banswara Syntex Limited,EQ,11-APR-2007,5,1,INE629D01020,5
NSE:BARBEQUE-EQ,Barbeque Nation Hospitality Limited,EQ,07-APR-2021,5,1,INE382M01027,5
NSE:BASF-EQ,BASF India Limited,EQ,17-MAY-1995,10,1,INE373A01013,10
NSE:BASML-EQ,Bannari Amman Spinning Mills Limited,EQ,14-NOV-2005,5,1,INE186H01022,5
